timestamp,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignored,return,RSI,MACD,Signal_Line,Upper_Band,Lower_Band
2025-02-06 08:00:00,98192.49,98273.01,20605.4,0.9164367014454711,6.88227,1738832399999,628524.4717037,6673,3.22583,316604.4125354,0,-0.00036896911678585553,0.76945370642948,0.6818503788771397,0.6400079960224352,98850.31311523604,96265.08988476395
2025-02-06 09:00:00,98172.47,98698.65,20605.4,0.938336496998303,10.7523,1738835999999,1010129.1544712,6752,5.74112,565707.5375658,0,0.0046674552731067465,0.7575353906180984,0.7116510048501871,0.6618526746111182,98864.00382808152,96257.73717191846
2025-02-06 10:00:00,98614.41,98970.1,20605.4,0.9553390252215244,8.77161,1738839599999,783203.9967776,6171,4.49056,443761.5520817,0,0.003606876520378721,0.7828864948194011,0.7463073391659504,0.6871833836091769,98979.38635358929,96192.8076464107
2025-02-06 11:00:00,98970.05,99094.6,98491.96,0.9587506208224448,6.26201,1738843199999,619218.5332292,4696,3.78723,374568.5409235,0,0.0007211268857967301,0.9131348401937806,0.7752762293736313,0.7140138400112568,99155.54898082872,96109.4820191713
2025-02-06 12:00:00,99041.41,99129.8,20569.3,0.9303474263414189,13.0179,1738846799999,1117255.9058033,7181,4.43563,436258.7039756,0,-0.005999406107360938,0.8979393290535896,0.7781643956360745,0.7361328170129383,99213.93367065208,96096.42532934791
2025-02-06 13:00:00,98435.61,98727.62,20569.3,0.9372136389253645,8.8553,1738850399999,848042.6549538,7013,5.45011,531312.506269,0,0.0014590550394077972,0.897255621886646,0.7841929337150251,0.7551943855487674,99313.33107967909,96085.17092032092
2025-02-06 14:00:00,98590.82,99030.1,20569.3,0.908876410563566,10.97072,1738853999999,903653.1886677,7902,4.97454,487450.7921923,0,-0.006012825521863441,0.7245791006859696,0.7690504279123414,0.7670115442683629,99317.34006297064,96205.15693702936
2025-02-06 15:00:00,97998.11,98958.5,20569.3,0.8745472597052655,10.15777,1738857599999,919152.0169476,4343,4.53708,441589.1895549,0,-0.007328304596894819,0.5576385438745894,0.7334829077108068,0.7684037819975741,99317.84780637521,96200.4451936248
2025-02-06 16:00:00,97245.83,97848.5,20391.0,0.8387917110225085,16.48754,1738861199999,1422451.8262501,7692,8.26455,791281.4710467,0,-0.007689148688912795,0.41396302302338184,0.6813634791960614,0.7577045413561116,99361.83326560754,96065.09573439247
2025-02-06 17:00:00,96531.95,97459.6,20349.2,0.8549510201564741,13.32438,1738864799999,1076254.5060948,7623,6.89192,664841.6969782,0,0.0035019493545920266,0.4663234107928623,0.6516181991058624,0.7424032884539824,99366.68498051498,96050.74201948501
