timestamp,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignored,symbol,return,RSI,MACD,Signal_Line,Upper_Band,Lower_Band,ATR,SMA_Short,SMA_Long
2025-02-19 06:45:00,0.25101,0.25292,0.25097,0.25243,1571066.0,1739948399999,396250.44791,395.0,715899.0,180377.46651,0,DOGEUSDT,0.0057773527771136,72.8770595690746,0.0001156695156695,2.3133903133909502e-05,0.253755609665441,0.2496543903345589,0.0012649999999999,0.2517049999999999,0.2517049999999999
2025-02-19 06:45:00,0.7434,0.7524,0.7434,0.751,1986098.9,1739948399999,1487167.13745,845.0,1423283.1,1064789.45779,0,ADAUSDT,0.0102232983588916,77.52808988764062,0.0006062678062679,0.0001212535612535,0.7579480230740355,0.7364519769259644,0.0058499999999999,0.7472,0.7472
2025-02-19 06:45:00,166.57,168.28,166.57,168.06,10049.484,1739948399999,1684329.7745,658.0,6804.445,1139722.58422,0,SOLUSDT,0.0090057636887608,82.56997455470736,0.1196581196581121,0.0239316239316224,169.43132034355963,165.18867965644037,1.164999999999992,167.31,167.31
2025-02-19 06:45:00,2.5288,2.5487,2.5288,2.5457,1020672.0,1739948399999,2593297.895,611.0,795317.0,2019954.9049,0,XRPUSDT,0.0066830117051566,77.95527156549517,0.001348148148148,0.0002696296296296,2.5611502092041056,2.513349790795895,0.0147000000000001,2.53725,2.53725
2025-02-19 07:00:00,0.25244,0.25383,0.25224,0.25356,1653601.0,1739949299999,418652.3307,462.0,1143569.0,289438.62223,0,DOGEUSDT,0.004476488531474,72.8770595690746,0.0002951180591067,7.753073432846813e-05,0.2549099398618439,0.2497367268048226,0.0013733333333333,0.2523233333333333,0.2523233333333333
2025-02-19 07:00:00,168.03,169.06,167.94,168.96,7183.267,1739949299999,1212189.37893,477.0,5600.823,945146.36289,0,SOLUSDT,0.0053552302749018,82.56997455470736,0.2838386052061139,0.0759130201865207,170.28487113059643,165.4351288694036,1.149999999999996,167.86,167.86
2025-02-19 07:00:00,2.5457,2.563,2.5449,2.5584,791081.0,1739949299999,2020391.8099,512.0,547639.0,1398321.7882,0,XRPUSDT,0.00498880465098,77.95527156549517,0.0034021314762058,0.0008961299989448,2.573999158237229,2.5146008417627708,0.0158333333333334,2.5443,2.5443
2025-02-19 07:00:00,0.7509,0.7647,0.7504,0.7645,2427678.5,1739949299999,1838847.27963,1084.0,1522675.8,1153874.97905,0,ADAUSDT,0.01797603195739,77.52808988764062,0.0021512779928736,0.0005272584475775,0.7743398585979934,0.7315934747353398,0.0086666666666666,0.7529666666666666,0.7529666666666666
2025-02-19 07:15:00,0.7645,0.7699,0.7624,0.7636,1633952.7,1739950199999,1249913.27089,906.0,692285.2,529451.71704,0,ADAUSDT,-0.0011772400261609,77.52808988764062,0.0032654451989848,0.001074895797859,0.7760605083127383,0.7351894916872617,0.008375,0.755625,0.755625
2025-02-19 07:15:00,2.5585,2.559,2.5477,2.5542,561586.0,1739950199999,1433736.5123,410.0,390051.0,995620.1813,0,XRPUSDT,-0.0016416510318949,77.95527156549517,0.0046375642092852,0.0016444168410129,2.572967301667983,2.5205826983320168,0.0147000000000001,2.546775,2.546775
